English,Portuguese
What happened afterwards ?,O que aconteceu depois?
I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was .,Eu estava esquiando em cima e em cima excitado até que eu percebi uma coisa - eu não conseguia parar! Pode imaginar como eu estava aterrorizado.
Poor girl !,Coitada!
You look pale recently .,Pareces pálida recentemente.
Yeah . I have got much pressure in the company . I have tobe wrapped upon my work .,Sim. Tenho muita pressão na empresa. Tenho de ser enrolado no meu trabalho.
Take good care of yourself .,Cuide-se bem.
Thank you . I will .,Obrigado. Eu vou.
"Hey , Maggy , Did you hear about David ?","Maggy, soubeste do David?"
"About David ? No , I didn ' t hear anything .","Sobre o David? Não, não ouvi nada."
"You know , about David and his new boss .","Sabes, sobre o David e o seu novo chefe."
"Sorry , I don ' t quite follow you .","Desculpe, não o sigo muito bem."
"Well , I heard David has been fired .","Bem, ouvi dizer que o David foi despedido."
"Oh , that is a shame . He is really hard working .",Isso é uma pena. Ele está realmente trabalhando duro.
how do you usually get to school ?,Como é que costumas ir à escola?
I usually ride my bike . Which form of transport do you prefer to use ?,Eu costumo andar de bicicleta. Que forma de transporte você prefere usar?
"I feel that I can see more when I pedal a bicycle , but when I feel lazy , I drive my car .","Sinto que posso ver mais quando pedalo uma bicicleta, mas quando me sinto preguiçoso, conduzo meu carro."
I think we should discourage people from using their private cars . They produce too much pollution !,Penso que devemos desencorajar as pessoas a usarem os seus carros particulares. Produzem muita poluição!
"I agree , but I would find it difficult to stop using my car . It's just so convenient .","Concordo, mas acho difícil parar de usar o meu carro. É tão conveniente."
"cars might be convenient , but they're so bad for the environment .","carros podem ser convenientes, mas são tão ruins para o ambiente."
do you have a car ?,Tens um carro?
"no . I used to have one though . Once I started using my bicycle to get around , I found that I didn't really need it .","Não. Mas eu costumava ter um. Uma vez que eu comecei a usar a minha bicicleta para dar a volta, eu descobri que eu realmente não precisava dela."
"maybe if I sold my car now , I wouldn't be so tempted to use it .","Talvez se vendesse o meu carro agora, não estaria tão tentado a usá-lo."
you could try . It would save you a lot of money .,Podes tentar. Teria poupado muito dinheiro.
"that's true . Every month , I spend hundreds of dollars on gas , insurance , and repairs .","Isso é verdade. Todos os meses, gasto centenas de dólares em gás, seguros e reparos."
"if you got to class by riding a bicycle every day instead of driving , you will get lots of exercise , too !","se você chegou à aula montando uma bicicleta todos os dias em vez de dirigir, você vai ter muito exercício, também!"
I could stand to lose a few pounds . Having a car has made me lazy . I never end up walking anywhere !,Eu poderia suportar perder alguns quilos. Ter um carro deixou-me preguiçoso. Nunca acabei a andar a lado nenhum!
let's go to a car dealership . I'll help you try to sell your car for a good price .,Vamos a uma concessionária de automóveis. Vou ajudar-te a tentar vender o teu carro por um bom preço.
sounds good ! Let's go !,Parece-me bem! Vamos lá!
What's wrong with him ?,O que se passa com ele?
His nose is out of joint because we forgot to invite him to the party .,O nariz dele saiu porque esquecemos de convidá-lo para a festa.
"What are you going to do for one year abroad , Tom ?","O que vai fazer por um ano no estrangeiro, Tom?"
"Study , study , study . I want to learn a lot .","Estudo, estudo, estudo. Quero aprender muito."
You are going to take courses ?,Vais fazer cursos?
Yes . I am going to take some university courses there .,Sim. Vou fazer alguns cursos universitários lá.
Sounds hard .,Parece difícil.
"Yes , but I think it's probably for the best .","Sim, mas acho que é melhor assim."
Won ' t you get lonely ?,Não te vais sentir só?
"Hey , I am a pretty cool guy . I will make friends , and I'll have a lot of extracurricular activities too . You know , like fencing , or theater or something .","Ei, eu sou um tipo muito fixe. Eu vou fazer amigos, e eu vou ter um monte de atividades extracurriculares também. Sabes, como esgrima, ou teatro ou algo assim."
"Isn't this lovely weather ? Will you help me water the flowers , Jack ?","Não é um tempo adorável? Ajudas-me a regar as flores, Jack?"
"Well , do you think I have to ?","Bem, achas que tenho de o fazer?"
I do . We haven't watered them for quite a few days .,Sim. Não os regamos há alguns dias.
Please look at the sky . Don ' t you see the dark clouds ? It's going to rain soon .,"Por favor, olhe para o céu. Não vês as nuvens escuras? Vai chover em breve."
Good . So we don't have to work . How nice !,"Óptimo. Então, não temos de trabalhar. Que bom!"
But I don't think it's so nice .,Mas acho que não é tão bom.
Why ?,Porquê?
The weather report says it's going to rain for a whole week .,O relatório meteorológico diz que vai chover por uma semana inteira.
"Oh , I'm afraid all the flowers will die in the rain .",Temo que todas as flores vão morrer na chuva.
"On , darn . The grocery store is closed .","Em, diabos. A mercearia está fechada."
"Yeah , this one closes at ten . We could drive to the 24 - hour store on sixth .","Sim, este fecha às dez. Podíamos dirigir até a loja de 24 horas na sexta."
Alright . We are out of everything .,Está bem. Estamos fora de tudo.
I wish the store close to us was open 24 - house a day .,Gostaria que a loja perto de nós estivesse aberta 24 - casa por dia.
"I know , our schedules are so weird . Sometimes , the little corner store is the only thing within walking distance that ' s open when we get home .","Eu sei, os nossos horários são tão estranhos. Às vezes, a pequena loja de canto é a única coisa a uma curta distância que está aberta quando chegarmos em casa."
"Yeah , and the prices there are very high .","Sim, e os preços lá são muito altos."
I know . Three dollars for milk .,Eu sei. Três dólares para o leite.
Do you think they two will get married ?,Você acha que eles dois vão se casar?
You can count on it .,Pode contar com isso.
"I think so . Yes , they get along so well .","Acho que sim. Sim, eles se dão tão bem."
I like him . He ' s good for her .,Gosto dele. Ele é bom para ela.
You're right . He sure is .,Tens razão. Ele é mesmo.
"Dad , where are we off to ?","Pai, para onde vamos?"
First we will go to the city centre and stop for something to drink . Then we will visit the University Museum .,Primeiro vamos para o centro da cidade e parar para algo para beber. Depois visitaremos o Museu Universitário.
Where are we going to have a drink ?,Onde vamos tomar uma bebida?
There is a coffee shop round the corner . Can you see that big building at the end of the road ?,Há uma cafeteria ao virar da esquina. Consegues ver aquele grande edifício no fim da estrada?
Yes ?,Sim?
That is a bank . The coffee shop is opposite the bank .,Isso é um banco. A cafeteria fica em frente ao banco.
Good . I will have hot chocolate .,Óptimo. Vou comer chocolate quente.
A stop ! Wait for the lights to turn green .,Uma parada! Esperem que as luzes fiquem verdes.
When crossing the road you must always pay attention to what's around you .,Ao atravessar a estrada você deve sempre prestar atenção ao que está ao seu redor.
Sorry . How far is the museum ?,Desculpe. A que distância fica o museu?
I am not sure . We will ask for directions in the coffee shop .,Não tenho a certeza. Pediremos indicações na cafeteria.
Here we are . You find us a table and I'll get the drinks .,Aqui estamos. Arranja-nos uma mesa e eu vou buscar as bebidas.
How about going to the cinema tonight ?,Que tal ir ao cinema esta noite?
That's great . What's on tonight ?,Isso é óptimo. O que há hoje à noite?
"I am not sure about the name of the film , but I know it's a romantic one .","Não tenho certeza sobre o nome do filme, mas sei que é romântico."
Romantic ? I am afraid I like thrillers better .,Romântico? Receio que goste mais de thrillers.
Don't you think it's too bloody ?,Não achas que é muito sangrento?
"On the contrary , very exciting .","Pelo contrário, muito emocionante."
I feel so uncomfortable .,Sinto-me tão desconfortável.
Are you sick ?,Está doente?
No . The teacher is dragging the chalk over the blackboard . It set my teeth on edge .,Não. O professor está arrastando o giz sobre o quadro negro. Pôs os meus dentes na borda.
He ' ll finish writing in a minute .,Ele vai terminar de escrever num minuto.
I have made up my mind . I am getting a tattoo .,Já me decidi. Estou a fazer uma tatuagem.
Really ? Are you sure ?,A sério? Tens a certeza?
Yeah ! Why not ? They are trendy and look great ! I want to get a dragon on my arm or maybe a tiger on my back .,Sim! Porque não? Eles estão à moda e parecem ótimos! Quero um dragão no meu braço ou talvez um tigre nas minhas costas.
"Yeah but , it is something that you will have forever ! They use indelible ink that can only be removed with laser treatment . On top of all that , I have heard it hurts a lot !","Sim, mas, é algo que você terá para sempre! Eles usam tinta indelével que só pode ser removida com tratamento a laser. Além disso, ouvi dizer que dói muito!"
